function_id,scenario,dataset,arrival_time,inter_arrival,dependency_load_time,function_duration,completion_time,latency,chosen_state,effective_load_time,start_time,completion_time_scheduled,latency_scheduled
10,S2,A_heavy,0.0857541673917695,0.0001733275666594,1.050420400274924,0.8762799492973461,2.0124545169640395,1.9267003495722697,Cold,1.050420400274924,0.0857541673917695,2.0124545169640395,1.92670034957227
11,S2,A_heavy,0.1149504796847555,0.0291963122929859,1.0939798051830318,1.6622032384766,2.871133523344388,2.7561830436596324,Cold,1.0939798051830318,0.1149504796847555,2.8711335233443873,2.756183043659632
12,S2,A_heavy,0.1298373925460444,0.0148869128612889,2.3596561800166165,2.3337601227035574,4.823253695266218,4.693416302720173,Cold,2.3596561800166165,0.1298373925460444,4.823253695266218,4.693416302720173
13,S2,A_heavy,0.1318264560897857,0.0019890635437412,1.2088680566763927,1.2255577545042615,2.56625226727044,2.4344258111806543,Cold,1.2088680566763927,0.1318264560897857,2.56625226727044,2.4344258111806543
14,S2,A_heavy,0.1334987809960328,0.0016723249062471,1.7986310234128258,2.211309858763754,4.143439663172613,4.00994088217658,Cold,1.7986310234128258,0.1334987809960328,4.143439663172613,4.00994088217658
15,S2,A_heavy,0.135187209519635,0.0016884285236021,1.6166434039010598,1.3716219034686588,3.123452516889353,2.9882653073697183,Cold,1.6166434039010598,0.135187209519635,3.1234525168893534,2.9882653073697183
16,S2,A_heavy,0.138210157265139,0.0030229477455039,1.521014989388264,2.749389439389736,4.408614586043139,4.270404428778001,Cold,1.521014989388264,0.138210157265139,4.408614586043139,4.270404428778001
17,S2,A_heavy,0.1444095558556461,0.0061993985905071,2.3497500185309086,2.7705178773865566,5.264677451773111,5.120267895917465,Cold,2.3497500185309086,0.1444095558556461,5.264677451773111,5.120267895917465
18,S2,A_heavy,0.1491223647454822,0.0047128088898361,1.0327350951632344,1.4540318494189184,2.635889309327635,2.4867669445821527,Cold,1.0327350951632344,0.1491223647454822,2.635889309327635,2.486766944582153
19,S2,A_heavy,0.1519908896834317,0.0028685249379495,1.995684529263384,1.305986258719129,3.453661677665945,3.3016707879825127,Cold,1.995684529263384,0.1519908896834317,3.453661677665945,3.301670787982513
20,S2,A_heavy,0.1598773136325967,0.0078864239491649,2.4450916513203254,1.7048687385457089,4.309837703498631,4.149960389866034,Cold,2.4450916513203254,0.1598773136325967,4.309837703498631,4.149960389866034
21,S2,A_heavy,0.1611292680386579,0.0012519544060611,1.8402522751927628,1.3291694873963271,3.330551030627748,3.16942176258909,Cold,1.8402522751927628,0.1611292680386579,3.3305510306277477,3.16942176258909
22,S2,A_heavy,0.1640085639720112,0.0028792959333533,2.4052336930496376,2.279244455241748,4.848486712263397,4.684478148291386,Cold,2.4052336930496376,0.1640085639720112,4.848486712263397,4.684478148291386
23,S2,A_heavy,0.1678108741238516,0.0038023101518403,1.0783868189290358,2.617342306006228,3.863539999059116,3.695729124935264,Cold,1.0783868189290358,0.1678108741238516,3.8635399990591157,3.695729124935264
24,S2,A_heavy,0.1728853298560164,0.0050744557321647,1.6281899786112422,2.2808026880046777,4.0818779964719365,3.90899266661592,Cold,1.6281899786112422,0.1728853298560164,4.0818779964719365,3.9089926666159203
25,S2,A_heavy,0.185701463281274,0.0128161334252575,1.3902366864430769,2.613570983948569,4.18950913367292,4.003807670391646,Cold,1.3902366864430769,0.185701463281274,4.18950913367292,4.003807670391646
26,S2,A_heavy,0.1875575954656798,0.0018561321844057,2.096231447471095,1.6733827568564432,3.957171799793218,3.769614204327538,Cold,2.096231447471095,0.1875575954656798,3.957171799793218,3.7696142043275382
27,S2,A_heavy,0.1935745050909558,0.006016909625276,2.47194563574587,1.143897335559494,3.80941747639632,3.615842971305364,Cold,2.47194563574587,0.1935745050909558,3.8094174763963196,3.615842971305364
28,S2,A_heavy,0.2010537111018705,0.0074792060109146,1.3847950936663718,2.423492084274703,4.009340889042946,3.808287177941075,Cold,1.3847950936663718,0.2010537111018705,4.009340889042946,3.808287177941075
29,S2,A_heavy,0.2014500765165073,0.0003963654146367,1.981261902211112,1.5930439113114183,3.7757558900390378,3.5743058135225305,Cold,1.981261902211112,0.2014500765165073,3.7757558900390373,3.57430581352253
30,S2,A_heavy,0.209244518355254,0.0077944418387467,1.29714644913961,2.276795815504092,3.783186782998956,3.5739422646437022,Cold,1.29714644913961,0.209244518355254,3.783186782998956,3.5739422646437022
31,S2,A_heavy,0.2108025287883991,0.0015580104331451,1.8479953818574149,1.3954166723598846,3.4542145830056987,3.2434120542173,Cold,1.8479953818574149,0.2108025287883991,3.4542145830056987,3.2434120542172997
32,S2,A_heavy,0.2113630615457267,0.0005605327573275,1.6958987300325044,0.97870519657468,2.885966988152911,2.674603926607184,Cold,1.6958987300325044,0.2113630615457267,2.8859669881529113,2.6746039266071846
33,S2,A_heavy,0.2361437931582844,0.0247807316125577,2.4580079944473057,2.9836799500730797,5.6778317376786696,5.441687944520385,Cold,2.4580079944473057,0.2361437931582844,5.6778317376786696,5.441687944520385
34,S2,A_heavy,0.2642323793454609,0.0280885861871764,1.9127909090447,1.1436433174473186,3.3206666058374794,3.0564342264920183,Cold,1.9127909090447,0.2642323793454609,3.3206666058374794,3.0564342264920183
35,S2,A_heavy,0.2780018091189015,0.0137694297734406,1.524259558130228,2.9745261867196584,4.776787553968788,4.498785744849887,Cold,1.524259558130228,0.2780018091189015,4.776787553968788,4.4987857448498865
36,S2,A_heavy,0.2810292079519745,0.0030273988330729,1.1711436773319002,2.9500158516461843,4.402188736930059,4.121159528978085,Cold,1.1711436773319002,0.2810292079519745,4.402188736930059,4.121159528978085
37,S2,A_heavy,0.2818856855769954,0.0008564776250208,1.226870243102402,2.5463998285976874,4.055155757277085,3.773270071700089,Cold,1.226870243102402,0.2818856855769954,4.055155757277085,3.773270071700089
38,S2,A_heavy,0.2914919419361509,0.0096062563591555,1.3379753949268527,2.250730516580395,3.8801978534433994,3.5887059115072475,Cold,1.3379753949268527,0.2914919419361509,3.8801978534433985,3.5887059115072475
39,S2,A_heavy,0.2963260322910292,0.0048340903548783,1.376449992010447,2.0711755105523864,3.743951534853863,3.447625502562833,Cold,1.376449992010447,0.2963260322910292,3.7439515348538626,3.4476255025628335
40,S2,A_heavy,0.2974106342406496,0.0010846019496204,2.275924086761707,2.7054233998312363,5.278758120833593,4.981347486592943,Cold,2.275924086761707,0.2974106342406496,5.278758120833593,4.981347486592943
41,S2,A_heavy,0.3031068611417675,0.0056962269011179,1.8418341824237876,1.4367669475628737,3.5817079911284284,3.2786011299866606,Cold,1.8418341824237876,0.3031068611417675,3.581707991128429,3.2786011299866615
42,S2,A_heavy,0.3033984754871299,0.0002916143453623,1.7850863670615498,1.8288986674667296,3.917383510015409,3.6139850345282793,Cold,1.7850863670615498,0.3033984754871299,3.917383510015409,3.6139850345282793
43,S2,A_heavy,0.3234019995487384,0.0200035240616085,1.1721533078038262,2.1626579326063045,3.658213239958869,3.3348112404101307,Cold,1.1721533078038262,0.3234019995487384,3.658213239958869,3.3348112404101307
44,S2,A_heavy,0.3258974810224108,0.0024954814736723,2.2902095400241524,1.7046190469128804,4.320726067959443,3.994828586937032,Cold,2.2902095400241524,0.3258974810224108,4.320726067959443,3.9948285869370324
45,S2,A_heavy,0.334949612677119,0.0090521316547081,2.0842214548127256,1.7404701989985898,4.159641266488435,3.8246916538113154,Cold,2.0842214548127256,0.334949612677119,4.159641266488434,3.824691653811315
46,S2,A_heavy,0.3380625008575992,0.0031128881804801,1.1015025428500025,1.526626268504586,2.9661913122121875,2.628128811354588,Cold,1.1015025428500025,0.3380625008575992,2.966191312212188,2.6281288113545886
47,S2,A_heavy,0.3441800916568428,0.0061175907992435,2.061752645844653,2.041309996705979,4.4472427342074745,4.103062642550632,Cold,2.061752645844653,0.3441800916568428,4.4472427342074745,4.103062642550632
48,S2,A_heavy,0.3507736233066911,0.0065935316498483,1.8153073260139687,2.6712639616332554,4.837344910953916,4.486571287647225,Cold,1.8153073260139687,0.3507736233066911,4.837344910953915,4.486571287647224
49,S2,A_heavy,0.3524768616359237,0.0017032383292325,1.122588018620167,1.2433624316138885,2.7184273118699798,2.365950450234056,Cold,1.122588018620167,0.3524768616359237,2.7184273118699793,2.3659504502340556
50,S2,A_heavy,0.3815835877420589,0.0291067261061352,1.6874509622929847,2.8557526852575714,4.924787235292615,4.543203647550556,Cold,1.6874509622929847,0.3815835877420589,4.924787235292615,4.543203647550556
51,S2,A_heavy,0.3940189658848768,0.0124353781428178,1.7270444306950703,2.315992838246105,4.437056234826053,4.043037268941176,Cold,1.7270444306950703,0.3940189658848768,4.437056234826052,4.043037268941175
52,S2,A_heavy,0.4173947527123066,0.0233757868274298,1.2486618102449136,2.611201067896067,4.277257630853287,3.85986287814098,Cold,1.2486618102449136,0.4173947527123066,4.277257630853287,3.85986287814098
53,S2,A_heavy,0.4361626860250916,0.0187679333127849,2.4185472205004235,2.0236195237860257,4.878329430311541,4.44216674428645,Cold,2.4185472205004235,0.4361626860250916,4.878329430311541,4.44216674428645
54,S2,A_heavy,0.4437548061282855,0.0075921201031939,2.274963057220993,2.51493674313294,5.233654606482219,4.7898998003539335,Cold,2.274963057220993,0.4437548061282855,5.233654606482219,4.7898998003539335
55,S2,A_heavy,0.4650001009555305,0.021245294827245,2.0035335059936625,0.8356408741468279,3.304174481096021,2.8391743801404905,Cold,2.0035335059936625,0.4650001009555305,3.304174481096021,2.8391743801404905
56,S2,A_heavy,0.4657722297801399,0.0007721288246092,1.693443341500911,2.6004369345149776,4.759652505796028,4.293880276015888,Cold,1.693443341500911,0.4657722297801399,4.759652505796028,4.293880276015888
57,S2,A_heavy,0.4675900189020671,0.0018177891219272,1.6176483123767629,0.8883054899878065,2.9735438212666363,2.5059538023645693,Cold,1.6176483123767629,0.4675900189020671,2.9735438212666363,2.5059538023645693
58,S2,A_heavy,0.4679757019494573,0.0003856830473902,1.9764602007264316,2.7578094279982976,5.202245330674186,4.734269628724729,Cold,1.9764602007264316,0.4679757019494573,5.202245330674186,4.734269628724729
59,S2,A_heavy,0.4712551360061497,0.0032794340566923,1.8181478041103585,2.982318043925016,5.271720984041524,4.800465848035374,Cold,1.8181478041103585,0.4712551360061497,5.271720984041524,4.800465848035374
60,S2,A_heavy,0.4753562217711016,0.0041010857649518,1.0934096588228284,1.4469484167889113,3.015714297382841,2.5403580756117394,Cold,1.0934096588228284,0.4753562217711016,3.015714297382841,2.5403580756117394
61,S2,A_heavy,0.4779942254645085,0.0026380036934068,1.7687539731554975,1.262700823828746,3.509449022448752,3.031454796984244,Cold,1.7687539731554975,0.4779942254645085,3.5094490224487522,3.0314547969842436
62,S2,A_heavy,0.4926988743415162,0.0147046488770077,2.2096054258492592,2.483799400487689,5.186103700678466,4.693404826336949,Cold,2.2096054258492592,0.4926988743415162,5.186103700678465,4.693404826336948
63,S2,A_heavy,0.4963757660042652,0.0036768916627489,1.6888598163954371,1.356657950024557,3.5418935324242597,3.045517766419994,Cold,1.6888598163954371,0.4963757660042652,3.5418935324242593,3.045517766419994
64,S2,A_heavy,0.4991241230053839,0.0027483570011187,1.0779348663314026,2.704237242978848,4.2812962323156345,3.7821721093102503,Cold,1.0779348663314026,0.4991241230053839,4.2812962323156345,3.7821721093102507
65,S2,A_heavy,0.5056441820321151,0.0065200590267312,2.1794172990760496,1.026253702746449,3.711315183854614,3.205671001822499,Cold,2.1794172990760496,0.5056441820321151,3.711315183854614,3.205671001822499
66,S2,A_heavy,0.5069099999306204,0.0012658178985052,1.3020456732039616,1.0771014320345882,2.8860571051691704,2.37914710523855,Cold,1.3020456732039616,0.5069099999306204,2.8860571051691704,2.37914710523855
67,S2,A_heavy,0.5204140298954097,0.0135040299647894,1.3879312523320582,2.9541334212213544,4.862478703448822,4.342064673553413,Cold,1.3879312523320582,0.5204140298954097,4.862478703448822,4.342064673553413
68,S2,A_heavy,0.521059662135504,0.0006456322400942,1.247059530148444,2.2824455761940103,4.050564768477958,3.5295051063424543,Cold,1.247059530148444,0.521059662135504,4.050564768477958,3.5295051063424543
69,S2,A_heavy,0.5571775482987317,0.0361178861632276,1.4953225973072464,2.6631518937436964,4.715652039349674,4.158474491050942,Cold,1.4953225973072464,0.5571775482987317,4.715652039349674,4.158474491050942
70,S2,A_heavy,0.5695065797674109,0.0123290314686792,2.1351272585329526,1.5135246301733396,4.218158468473703,3.648651888706292,Cold,2.1351272585329526,0.5695065797674109,4.218158468473703,3.648651888706292
71,S2,A_heavy,0.5713527417716266,0.0018461620042157,1.779078789255906,2.28826424894533,4.638695779972863,4.067343038201236,Cold,1.779078789255906,0.5713527417716266,4.6386957799728625,4.067343038201236
72,S2,A_heavy,0.5713988869414262,4.614516979946229e-05,1.3073219112260688,2.107332020078914,3.986052818246409,3.414653931304983,Cold,1.3073219112260688,0.5713988869414262,3.9860528182464092,3.414653931304983
73,S2,A_heavy,0.5854813600871439,0.0140824731457177,2.316745117228061,2.1269302642704835,5.029156741585688,4.443675381498545,Cold,2.316745117228061,0.5854813600871439,5.029156741585688,4.443675381498545
74,S2,A_heavy,0.5957071593153693,0.0102257992282253,2.319372782427294,2.301571410982988,5.216651352725651,4.620944193410281,Cold,2.319372782427294,0.5957071593153693,5.216651352725652,4.620944193410283
75,S2,A_heavy,0.6065876835552693,0.0108805242398999,2.30586763756901,2.065790180884017,4.9782455020082965,4.371657818453027,Cold,2.30586763756901,0.6065876835552693,4.9782455020082965,4.371657818453027
76,S2,A_heavy,0.6188811379389652,0.0122934543836959,1.358194317072309,1.7439372124658652,3.7210126674771393,3.102131529538174,Cold,1.358194317072309,0.6188811379389652,3.7210126674771393,3.102131529538174
77,S2,A_heavy,0.6195222151515801,0.0006410772126149,1.6768590162714825,1.4070299276372031,3.7034111590602654,3.0838889439086854,Cold,1.6768590162714825,0.6195222151515801,3.703411159060266,3.083888943908686
78,S2,A_heavy,0.6232213207550488,0.0036991056034686,2.4774844842113124,2.4908789280090446,5.591584732975406,4.9683634122203575,Cold,2.4774844842113124,0.6232213207550488,5.591584732975406,4.9683634122203575
79,S2,A_heavy,0.6242475716267525,0.0010262508717037,2.1580187144649856,1.2977993460070096,4.080065632098748,3.4558180604719952,Cold,2.1580187144649856,0.6242475716267525,4.080065632098748,3.4558180604719952
80,S2,A_heavy,0.640818651390571,0.0165710797638185,1.0407511318383398,2.323179473539711,4.004749256768622,3.3639306053780507,Cold,1.0407511318383398,0.640818651390571,4.004749256768622,3.3639306053780507
81,S2,A_heavy,0.6489544946548408,0.0081358432642697,1.097806886890738,1.3133322098285187,3.0600935913740974,2.4111390967192565,Cold,1.097806886890738,0.6489544946548408,3.0600935913740974,2.4111390967192565
82,S2,A_heavy,0.6523029846652683,0.0033484900104275,1.695897065218499,2.1757263738997987,4.523926423783566,3.8716234391182978,Cold,1.695897065218499,0.6523029846652683,4.523926423783566,3.8716234391182978
83,S2,A_heavy,0.6528502185469748,0.0005472338817065,2.36383030879234,2.443572187683864,5.460252715023179,4.807402496476204,Cold,2.36383030879234,0.6528502185469748,5.460252715023179,4.807402496476204
84,S2,A_heavy,0.6559542881337277,0.0031040695867529,1.8080526969290716,1.2811705555943864,3.745177540657185,3.0892232525234578,Cold,1.8080526969290716,0.6559542881337277,3.7451775406571857,3.0892232525234578
85,S2,A_heavy,0.6592319065769288,0.003277618443201,1.7467187620514353,0.9318752618948782,3.337825930523242,2.6785940239463133,Cold,1.7467187620514353,0.6592319065769288,3.337825930523242,2.6785940239463133
86,S2,A_heavy,0.6701308714432432,0.0108989648663145,1.158210549934946,1.088142234587183,2.916483655965372,2.246352784522129,Cold,1.158210549934946,0.6701308714432432,2.916483655965372,2.246352784522129
87,S2,A_heavy,0.6785882827676267,0.0084574113243834,1.985170157086441,2.1331933279962563,4.796951767850324,4.118363485082697,Cold,1.985170157086441,0.6785882827676267,4.796951767850324,4.118363485082697
88,S2,A_heavy,0.6967737153709727,0.0181854326033459,2.2331547409003383,2.6687820936966187,5.5987105499679295,4.901936834596957,Cold,2.2331547409003383,0.6967737153709727,5.5987105499679295,4.901936834596957
89,S2,A_heavy,0.7020992664824419,0.0053255511114692,1.5706300112613434,0.8989930067179337,3.171722284461719,2.469623017979277,Cold,1.5706300112613434,0.7020992664824419,3.171722284461719,2.469623017979277
90,S2,A_heavy,0.7031607030959044,0.0010614366134625,2.163417776387991,2.415132769891622,5.281711249375517,4.5785505462796126,Cold,2.163417776387991,0.7031607030959044,5.281711249375517,4.5785505462796126
91,S2,A_heavy,0.7135700892985427,0.0104093862026383,2.446714980851217,1.5509010210901146,4.711186091239874,3.9976160019413314,Cold,2.446714980851217,0.7135700892985427,4.711186091239874,3.9976160019413314
92,S2,A_heavy,0.7254900289075166,0.0119199396089738,1.3056496886915336,1.8527624138229497,3.883902131422,3.158412102514483,Cold,1.3056496886915336,0.7254900289075166,3.8839021314219995,3.158412102514483
93,S2,A_heavy,0.7323557580315652,0.0068657291240485,1.784994446792112,2.8434910096602444,5.360841214483921,4.628485456452356,Cold,1.784994446792112,0.7323557580315652,5.360841214483921,4.628485456452356
94,S2,A_heavy,0.7446381744209098,0.0122824163893447,1.4307069371268633,1.5303373104188602,3.705682421966633,2.9610442475457237,Cold,1.4307069371268633,0.7446381744209098,3.705682421966633,2.9610442475457233
95,S2,A_heavy,0.7503116305168288,0.0056734560959189,2.1892816285507597,1.8237412546668692,4.763334513734458,4.013022883217629,Cold,2.1892816285507597,0.7503116305168288,4.763334513734458,4.013022883217629
96,S2,A_heavy,0.7564756208399727,0.0061639903231438,1.866390048821736,0.8301013124734985,3.452966982135208,2.6964913612952346,Cold,1.866390048821736,0.7564756208399727,3.4529669821352074,2.6964913612952346
97,S2,A_heavy,0.7611240724558762,0.0046484516159035,1.951873626325456,0.9795171840106444,3.692514882791977,2.9313908103361004,Cold,1.951873626325456,0.7611240724558762,3.6925148827919765,2.9313908103361004
98,S2,A_heavy,0.7613386372391272,0.0002145647832509,2.196871239423841,1.3689015004965248,4.327111377159493,3.5657727399203663,Cold,2.196871239423841,0.7613386372391272,4.327111377159493,3.5657727399203663
99,S2,A_heavy,0.7622900325323928,0.0009513952932655,1.5939557089936822,0.8612749298063638,3.217520671332439,2.455230638800046,Cold,1.5939557089936822,0.7622900325323928,3.217520671332439,2.455230638800046
100,S2,A_heavy,0.7625561465431683,0.0002661140107754,2.3726351026105648,2.1890257173061523,5.324216966459885,4.5616608199167175,Cold,2.3726351026105648,2.0124545169640395,6.574115336880756,5.811559190337588
101,S2,A_heavy,0.7709872261342312,0.0084310795910629,1.79954330086921,1.7380763849635696,4.3086069119670105,3.5376196858327797,Cold,1.79954330086921,2.0124545169640395,5.55007420279682,4.7790869766625885
102,S2,A_heavy,0.7741321987075237,0.0031449725732924,1.236932234253022,2.0059194460016485,4.016983878962194,3.2428516802546707,Cold,1.236932234253022,2.0124545169640395,5.25530619721871,4.481173998511186
103,S2,A_heavy,0.7800525085169753,0.0059203098094515,2.0438486772532034,1.184223808971925,4.008124994742103,3.228072486225128,Cold,2.0438486772532034,2.0124545169640395,5.240527003189168,4.460474494672193
104,S2,A_heavy,0.7998963879323584,0.0198438794153831,2.189892025657381,1.4510504647605555,4.440838878350296,3.640942490417937,Cold,2.189892025657381,2.0124545169640395,5.653397007381976,4.853500619449617
105,S2,A_heavy,0.8022858781238859,0.0023894901915274,1.47514251560129,2.260413844675996,4.537842238401172,3.735556360277286,Cold,1.47514251560129,2.0124545169640395,5.748010877241326,4.94572499911744
106,S2,A_heavy,0.8066882279145748,0.0044023497906889,2.285768885498129,2.92366599198688,6.0161231053995845,5.20943487748501,Cold,2.285768885498129,2.0124545169640395,7.2218893944490485,6.415201166534474
107,S2,A_heavy,0.818427804144063,0.0117395762294881,2.35921488214865,0.9109169019248604,4.088559588217573,3.2701317840735102,Cold,2.35921488214865,2.0124545169640395,5.28258630103755,4.464158496893487
108,S2,A_heavy,0.8205928471183747,0.0021650429743116,1.4153567310667134,2.758845505881585,4.9947950840666735,4.1742022369482985,Cold,1.4153567310667134,2.0124545169640395,6.186656753912338,5.366063906793963
109,S2,A_heavy,0.8212603827729594,0.0006675356545848,2.475282209072833,2.069138642884659,5.365681234730451,4.544420851957492,Cold,2.475282209072833,2.0124545169640395,6.556875368921531,5.735614986148572
110,S2,A_heavy,0.8241115519720182,0.0028511691990588,1.2110672920731376,2.0406230468623723,4.075801890907528,3.2516903389355094,Cold,1.2110672920731376,2.0124545169640395,5.264144855899549,4.440033303927531
111,S2,A_heavy,0.8255766216261854,0.0014650696541671,1.303023502603735,1.900612777457073,4.029212901686993,3.203636280060808,Cold,1.303023502603735,2.0124545169640395,5.216090797024847,4.390514175398662
112,S2,A_heavy,0.8477012056751906,0.0221245840490052,1.2763372588570392,0.9526669889892035,3.0767054535214333,2.229004247846243,Cold,1.2763372588570392,2.0124545169640395,4.241458764810282,3.393757559135092
113,S2,A_heavy,0.861458598012562,0.0137573923373714,2.340984565011805,0.9977290738195536,4.200172236843921,3.3387136388313587,Cold,2.340984565011805,2.0124545169640395,5.351168155795398,4.489709557782836
114,S2,A_heavy,0.8698210496002331,0.008362451587671,1.981438828487443,2.1220064124499896,4.973266290537666,4.1034452409374325,Cold,1.981438828487443,2.0124545169640395,6.115899757901472,5.246078708301239
115,S2,A_heavy,0.8869170473545732,0.0170959977543401,1.2281564248334094,1.5501088571582282,3.665182329346211,2.778265281991638,Cold,1.2281564248334094,2.0124545169640395,4.790719798955678,3.9038027516011047
116,S2,A_heavy,0.9004834551940779,0.0135664078395046,1.6604851275525234,2.8179897464708974,5.3789583292174985,4.478474874023421,Cold,1.6604851275525234,2.0124545169640395,6.490929390987461,5.590445935793383
117,S2,A_heavy,0.9022042508304,0.0017207956363219,1.922947037604703,1.694499182190839,4.519650470625942,3.6174462197955424,Cold,1.922947037604703,2.0124545169640395,5.6299007367595815,4.727696485929181
118,S2,A_heavy,0.9207943625406962,0.0185901117102963,1.125196127484075,1.1152192091458104,3.1612096991705814,2.2404153366298853,Cold,1.125196127484075,2.0124545169640395,4.252869853593925,3.332075491053229
119,S2,A_heavy,0.9272535283904144,0.0064591658497181,2.323624552611008,2.3723814337044797,5.623259514705902,4.696005986315488,Cold,2.323624552611008,2.0124545169640395,6.708460503279527,5.781206974889113
120,S2,A_heavy,0.940981430817944,0.0137279024275297,2.2054053031623027,1.4453775271702218,4.591764261150469,3.650782830332525,Cold,2.2054053031623027,2.0124545169640395,5.6632373472965645,4.722255916478621
121,S2,A_heavy,0.959850119561996,0.0188686887440519,1.7578101603649574,1.9560346761829648,4.673694956109919,3.7138448365479215,Cold,1.7578101603649574,2.0124545169640395,5.726299353511962,4.766449233949966
122,S2,A_heavy,0.9630395421988152,0.0031894226368193,2.450689922888756,2.3352321281113744,5.7489615931989455,4.785922051000131,Cold,2.450689922888756,2.0124545169640395,6.79837656796417,5.835337025765355
123,S2,A_heavy,0.9640111435331808,0.0009716013343654,1.6266414689126496,2.780581044644556,5.371233657090386,4.407222513557205,Cold,1.6266414689126496,2.0124545169640395,6.419677030521244,5.455665886988063
124,S2,A_heavy,0.9661668664176756,0.0021557228844948,2.476165478554747,2.542820628563688,5.98515297353611,5.018986107118434,Cold,2.476165478554747,2.0124545169640395,7.0314406240824745,6.065273757664799
125,S2,A_heavy,0.9708090138572474,0.0046421474395717,2.0018799982054407,2.287994349319993,5.260683361382681,4.2898743475254335,Cold,2.0018799982054407,2.0124545169640395,6.302328864489473,5.331519850632226
126,S2,A_heavy,0.985007594912572,0.0141985810553245,1.9520069098809123,2.295193001269316,5.2322075060628,4.247199911150228,Cold,1.9520069098809123,2.0124545169640395,6.259654428114268,5.274646833201696
127,S2,A_heavy,1.0014354696782373,0.0164278747656652,1.2489323429436774,2.8810342168705905,5.131402029492505,4.129966559814267,Cold,1.2489323429436774,2.0124545169640395,6.142421076778307,5.1409856071000695
128,S2,A_heavy,1.0014936064214175,5.8136743180422056e-05,2.3228916374569657,1.4508130144923794,4.775198258370763,3.7737046519493447,Cold,2.3228916374569657,2.0124545169640395,5.786159168913384,4.784665562491966
129,S2,A_heavy,1.007450907749239,0.0059573013278212,1.6412345318809227,0.8024466072316123,3.4511320468617743,2.4436811391125355,Cold,1.6412345318809227,2.0124545169640395,4.456135656076574,3.4486847483273353
130,S2,A_heavy,1.0119531854235613,0.0045022776743222,1.243350108673719,1.3983000306760371,3.6536033247733175,2.641650139349756,Cold,1.243350108673719,2.0124545169640395,4.654104656313796,3.6421514708902354
131,S2,A_heavy,1.0140462465758595,0.0020930611522985,1.0189112799636386,1.279361035178837,3.3123185617183357,2.2982723151424755,Cold,1.0189112799636386,2.0124545169640395,4.310726832106515,3.2966805855306553
132,S2,A_heavy,1.01511024983874,0.0010640032628803,1.839633525457574,2.256036087250796,5.11077986254711,4.09566961270837,Cold,1.839633525457574,2.0124545169640395,6.10812412967241,5.09301387983367
133,S2,A_heavy,1.0185428213375938,0.0034325714988536,1.7910994331840144,2.194165519484164,5.0038077740057725,3.985264952668179,Cold,1.7910994331840144,2.0124545169640395,5.997719469632218,4.979176648294624
134,S2,A_heavy,1.0424021640266867,0.0238593426890929,2.0790304335537377,2.1056150419503927,5.227047639530817,4.184645475504131,Cold,2.0790304335537377,2.0124545169640395,6.1970999924681704,5.154697828441484
135,S2,A_heavy,1.0456553623840323,0.0032531983573456,2.3353870795267038,0.8357355750607982,4.216778016971533,3.171122654587501,Cold,2.3353870795267038,2.0124545169640395,5.183577171551542,4.13792180916751
136,S2,A_heavy,1.0517508024320337,0.0060954400480012,1.1191098769645442,2.4033117197914247,4.574172399188003,3.5224215967559687,Cold,1.1191098769645442,2.0124545169640395,5.534876113720008,4.483125311287974
